"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","arrival_time_sort","timepoint"
"233003830","15:30:00","15:30:00","191","5","Redlands - University","0","15:30:00","1"
"233003831","15:50:00","15:50:00","191","1","San Bernardino - Downtown","0","15:50:00","1"
"233003831","15:55:00","15:55:00","190","2","San Bernardino - Downtown","0","15:55:00","1"
"233003831","15:58:00","15:58:00","189","3","San Bernardino - Downtown","0","15:58:00","1"
"233003831","16:05:00","16:05:00","188","4","San Bernardino - Downtown","0","16:05:00","1"
"233003831","16:13:00","16:13:00","185","5","San Bernardino - Downtown","0","16:13:00","1"
"233003832","15:51:00","15:51:00","185","1","Redlands - University","0","15:51:00","1"
"233003832","15:58:00","15:58:00","188","2","Redlands - University","0","15:58:00","1"
"233003832","16:06:00","16:06:00","189","3","Redlands - University","0","16:06:00","1"
"233003832","16:09:00","16:09:00","190","4","Redlands - University","0","16:09:00","1"
"233003832","16:13:00","16:13:00","191","5","Redlands - University","0","16:13:00","1"
"233003833","16:28:00","16:28:00","191","1","San Bernardino - Downtown","0","16:28:00","1"
"233003833","16:33:00","16:33:00","190","2","San Bernardino - Downtown","0","16:33:00","1"
"233003833","16:36:00","16:36:00","189","3","San Bernardino - Downtown","0","16:36:00","1"
"233003833","16:43:00","16:43:00","188","4","San Bernardino - Downtown","0","16:43:00","1"
"233003833","16:51:00","16:51:00","185","5","San Bernardino - Downtown","0","16:51:00","1"
"233003834","16:31:00","16:31:00","185","1","San Bernardino - Downtown","0","16:31:00","1"
"233003834","16:38:00","16:38:00","188","2","San Bernardino - Downtown","0","16:38:00","1"
"233003834","16:46:00","16:46:00","189","3","San Bernardino - Downtown","0","16:46:00","1"
"233003834","16:49:00","16:49:00","190","4","San Bernardino - Downtown","0","16:49:00","1"
"233003834","16:53:00","16:53:00","191","5","San Bernardino - Downtown","0","16:53:00","1"
"233003835","17:00:00","17:00:00","191","1","San Bernardino - Downtown","0","17:00:00","1"
"233003835","17:05:00","17:05:00","190","2","San Bernardino - Downtown","0","17:05:00","1"
"233003835","17:08:00","17:08:00","189","3","San Bernardino - Downtown","0","17:08:00","1"
"233003835","17:15:00","17:15:00","188","4","San Bernardino - Downtown","0","17:15:00","1"
"233003835","17:23:00","17:23:00","185","5","San Bernardino - Downtown","0","17:23:00","1"
"233003836","17:31:00","17:31:00","185","1","Redlands - University","0","17:31:00","1"
"233003836","17:38:00","17:38:00","188","2","Redlands - University","0","17:38:00","1"
"233003836","17:46:00","17:46:00","189","3","Redlands - University","0","17:46:00","1"
"233003836","17:49:00","17:49:00","190","4","Redlands - University","0","17:49:00","1"
"233003836","17:54:00","17:54:00","191","5","Redlands - University","0","17:54:00","1"
"233003837","18:05:00","18:05:00","191","1","San Bernardino - Downtown","0","18:05:00","1"
"233003837","18:10:00","18:10:00","190","2","San Bernardino - Downtown","0","18:10:00","1"
"233003837","18:13:00","18:13:00","189","3","San Bernardino - Downtown","0","18:13:00","1"
"233003837","18:20:00","18:20:00","188","4","San Bernardino - Downtown","0","18:20:00","1"
"233003837","18:28:00","18:28:00","185","5","San Bernardino - Downtown","0","18:28:00","1"
"233003838","18:35:00","18:35:00","185","1","Redlands - University","0","18:35:00","1"
"233003838","18:42:00","18:42:00","188","2","Redlands - University","0","18:42:00","1"
"233003838","18:50:00","18:50:00","189","3","Redlands - University","0","18:50:00","1"
"233003838","18:53:00","18:53:00","190","4","Redlands - University","0","18:53:00","1"
"233003838","18:57:00","18:57:00","191","5","Redlands - University","0","18:57:00","1"
"233003839","19:10:00","19:10:00","191","1","San Bernardino - Downtown","0","19:10:00","1"
"233003839","19:15:00","19:15:00","190","2","San Bernardino - Downtown","0","19:15:00","1"
"233003839","19:18:00","19:18:00","189","3","San Bernardino - Downtown","0","19:18:00","1"
"233003839","19:25:00","19:25:00","188","4","San Bernardino - Downtown","0","19:25:00","1"
"233003839","19:33:00","19:33:00","185","5","San Bernardino - Downtown","0","19:33:00","1"
"233003840","19:34:00","19:34:00","185","1","Redlands - University","0","19:34:00","1"
"233003840","19:41:00","19:41:00","188","2","Redlands - University","0","19:41:00","1"
"233003840","19:49:00","19:49:00","189","3","Redlands - University","0","19:49:00","1"
"233003840","19:52:00","19:52:00","190","4","Redlands - University","0","19:52:00","1"
"233003840","19:56:00","19:56:00","191","5","Redlands - University","0","19:56:00","1"
"233003841","20:12:00","20:12:00","191","1","San Bernardino - Downtown","0","20:12:00","1"
"233003841","20:17:00","20:17:00","190","2","San Bernardino - Downtown","0","20:17:00","1"
"233003841","20:20:00","20:20:00","189","3","San Bernardino - Downtown","0","20:20:00","1"
"233003841","20:27:00","20:27:00","188","4","San Bernardino - Downtown","0","20:27:00","1"
"233003841","20:35:00","20:35:00","185","5","San Bernardino - Downtown","0","20:35:00","1"
"233003842","19:49:00","19:49:00","185","1","Redlands - University","0","19:49:00","1"
"233003842","19:56:00","19:56:00","188","2","Redlands - University","0","19:56:00","1"
"233003842","20:04:00","20:04:00","189","3","Redlands - University","0","20:04:00","1"
"233003842","20:07:00","20:07:00","190","4","Redlands - University","0","20:07:00","1"
"233003842","20:11:00","20:11:00","191","5","Redlands - University","0","20:11:00","1"
"233003843","20:38:00","20:38:00","191","1","San Bernardino - Downtown","0","20:38:00","1"
"233003843","20:43:00","20:43:00","190","2","San Bernardino - Downtown","0","20:43:00","1"
"233003843","20:46:00","20:46:00","189","3","San Bernardino - Downtown","0","20:46:00","1"
"233003843","20:53:00","20:53:00","188","4","San Bernardino - Downtown","0","20:53:00","1"
"233003843","21:01:00","21:01:00","185","5","San Bernardino - Downtown","0","21:01:00","1"
"233003844","20:42:00","20:42:00","185","1","Redlands - University","0","20:42:00","1"
"233003844","20:49:00","20:49:00","188","2","Redlands - University","0","20:49:00","1"
"233003844","20:57:00","20:57:00","189","3","Redlands - University","0","20:57:00","1"
"233003844","21:00:00","21:00:00","190","4","Redlands - University","0","21:00:00","1"
"233003844","21:04:00","21:04:00","191","5","Redlands - University","0","21:04:00","1"
"233003845","21:11:00","21:11:00","191","1","San Bernardino - Downtown","0","21:11:00","1"
"233003845","21:16:00","21:16:00","190","2","San Bernardino - Downtown","0","21:16:00","1"
"233003845","21:19:00","21:19:00","189","3","San Bernardino - Downtown","0","21:19:00","1"
"233003845","21:26:00","21:26:00","188","4","San Bernardino - Downtown","0","21:26:00","1"
"233003845","21:34:00","21:34:00","185","5","San Bernardino - Downtown","0","21:34:00","1"
"233003846","21:46:00","21:46:00","185","1","Redlands - University","0","21:46:00","1"
"233003846","21:53:00","21:53:00","188","2","Redlands - University","0","21:53:00","1"
"233003846","22:01:00","22:01:00","189","3","Redlands - University","0","22:01:00","1"
"233003846","22:04:00","22:04:00","190","4","Redlands - University","0","22:04:00","1"
"233003846","22:08:00","22:08:00","191","5","Redlands - University","0","22:08:00","1"
"233003847","22:21:00","22:21:00","191","1","San Bernardino - Downtown","0","22:21:00","1"
"233003847","22:26:00","22:26:00","190","2","San Bernardino - Downtown","0","22:26:00","1"
"233003847","22:29:00","22:29:00","189","3","San Bernardino - Downtown","0","22:29:00","1"
"233003847","22:36:00","22:36:00","188","4","San Bernardino - Downtown","0","22:36:00","1"
"233003847","22:44:00","22:44:00","185","5","San Bernardino - Downtown","0","22:44:00","1"
"233003850","05:34:00","05:34:00","185","1","Redlands - University","0","05:34:00","1"
"233003850","05:41:00","05:41:00","188","2","Redlands - University","0","05:41:00","1"
"233003850","05:48:00","05:48:00","189","3","Redlands - University","0","05:48:00","1"
"233003850","05:51:00","05:51:00","190","4","Redlands - University","0","05:51:00","1"
"233003850","05:56:00","05:56:00","191","5","Redlands - University","0","05:56:00","1"
"233003851","06:06:00","06:06:00","191","1","San Bernardino - Downtown","0","06:06:00","1"
"233003851","06:11:00","06:11:00","190","2","San Bernardino - Downtown","0","06:11:00","1"
"233003851","06:14:00","06:14:00","189","3","San Bernardino - Downtown","0","06:14:00","1"
"233003851","06:21:00","06:21:00","188","4","San Bernardino - Downtown","0","06:21:00","1"
"233003851","06:28:00","06:28:00","185","5","San Bernardino - Downtown","0","06:28:00","1"
"233003852","06:36:00","06:36:00","185","1","Redlands - University","0","06:36:00","1"
"233003852","06:43:00","06:43:00","188","2","Redlands - University","0","06:43:00","1"
"233003852","06:50:00","06:50:00","189","3","Redlands - University","0","06:50:00","1"
"233003852","06:53:00","06:53:00","190","4","Redlands - University","0","06:53:00","1"
"233003852","06:58:00","06:58:00","191","5","Redlands - University","0","06:58:00","1"
"233003853","07:05:00","07:05:00","191","1","San Bernardino - Downtown","0","07:05:00","1"
"233003853","07:10:00","07:10:00","190","2","San Bernardino - Downtown","0","07:10:00","1"
"233003853","07:13:00","07:13:00","189","3","San Bernardino - Downtown","0","07:13:00","1"
"233003853","07:20:00","07:20:00","188","4","San Bernardino - Downtown","0","07:20:00","1"
"233003853","07:27:00","07:27:00","185","5","San Bernardino - Downtown","0","07:27:00","1"
"233003854","07:36:00","07:36:00","185","1","Redlands - University","0","07:36:00","1"
"233003854","07:43:00","07:43:00","188","2","Redlands - University","0","07:43:00","1"
"233003854","07:50:00","07:50:00","189","3","Redlands - University","0","07:50:00","1"
"233003854","07:53:00","07:53:00","190","4","Redlands - University","0","07:53:00","1"
"233003854","07:58:00","07:58:00","191","5","Redlands - University","0","07:58:00","1"
"233003855","08:06:00","08:06:00","191","1","San Bernardino - Downtown","0","08:06:00","1"
"233003855","08:11:00","08:11:00","190","2","San Bernardino - Downtown","0","08:11:00","1"
"233003855","08:14:00","08:14:00","189","3","San Bernardino - Downtown","0","08:14:00","1"
"233003855","08:21:00","08:21:00","188","4","San Bernardino - Downtown","0","08:21:00","1"
"233003855","08:28:00","08:28:00","185","5","San Bernardino - Downtown","0","08:28:00","1"
"233003856","09:25:00","09:25:00","185","1","Redlands - University","0","09:25:00","1"
"233003856","09:32:00","09:32:00","188","2","Redlands - University","0","09:32:00","1"
"233003856","09:39:00","09:39:00","189","3","Redlands - University","0","09:39:00","1"
"233003856","09:42:00","09:42:00","190","4","Redlands - University","0","09:42:00","1"
"233003856","09:47:00","09:47:00","191","5","Redlands - University","0","09:47:00","1"
"233003857","09:54:00","09:54:00","191","1","San Bernardino - Downtown","0","09:54:00","1"
"233003857","09:59:00","09:59:00","190","2","San Bernardino - Downtown","0","09:59:00","1"
"233003857","10:02:00","10:02:00","189","3","San Bernardino - Downtown","0","10:02:00","1"
"233003857","10:09:00","10:09:00","188","4","San Bernardino - Downtown","0","10:09:00","1"
"233003857","10:16:00","10:16:00","185","5","San Bernardino - Downtown","0","10:16:00","1"
"233003858","10:32:00","10:32:00","185","1","Redlands - University","0","10:32:00","1"
"233003858","10:39:00","10:39:00","188","2","Redlands - University","0","10:39:00","1"
"233003858","10:46:00","10:46:00","189","3","Redlands - University","0","10:46:00","1"
"233003858","10:49:00","10:49:00","190","4","Redlands - University","0","10:49:00","1"
"233003858","10:54:00","10:54:00","191","5","Redlands - University","0","10:54:00","1"
"233003859","11:06:00","11:06:00","191","1","San Bernardino - Downtown","0","11:06:00","1"
"233003859","11:11:00","11:11:00","190","2","San Bernardino - Downtown","0","11:11:00","1"
"233003859","11:14:00","11:14:00","189","3","San Bernardino - Downtown","0","11:14:00","1"
"233003859","11:21:00","11:21:00","188","4","San Bernardino - Downtown","0","11:21:00","1"
"233003859","11:28:00","11:28:00","185","5","San Bernardino - Downtown","0","11:28:00","1"
"233003860","11:36:00","11:36:00","185","1","Redlands - University","0","11:36:00","1"
"233003860","11:43:00","11:43:00","188","2","Redlands - University","0","11:43:00","1"
"233003860","11:50:00","11:50:00","189","3","Redlands - University","0","11:50:00","1"
"233003860","11:53:00","11:53:00","190","4","Redlands - University","0","11:53:00","1"
"233003860","11:58:00","11:58:00","191","5","Redlands - University","0","11:58:00","1"
"233003861","12:06:00","12:06:00","191","1","San Bernardino - Downtown","0","12:06:00","1"
"233003861","12:11:00","12:11:00","190","2","San Bernardino - Downtown","0","12:11:00","1"
"233003861","12:14:00","12:14:00","189","3","San Bernardino - Downtown","0","12:14:00","1"
"233003861","12:21:00","12:21:00","188","4","San Bernardino - Downtown","0","12:21:00","1"
"233003861","12:28:00","12:28:00","185","5","San Bernardino - Downtown","0","12:28:00","1"
"233003862","12:36:00","12:36:00","185","1","Redlands - University","0","12:36:00","1"
"233003862","12:43:00","12:43:00","188","2","Redlands - University","0","12:43:00","1"
"233003862","12:50:00","12:50:00","189","3","Redlands - University","0","12:50:00","1"
"233003862","12:53:00","12:53:00","190","4","Redlands - University","0","12:53:00","1"
"233003862","12:58:00","12:58:00","191","5","Redlands - University","0","12:58:00","1"
"233003863","13:06:00","13:06:00","191","1","San Bernardino - Downtown","0","13:06:00","1"
"233003863","13:11:00","13:11:00","190","2","San Bernardino - Downtown","0","13:11:00","1"
"233003863","13:14:00","13:14:00","189","3","San Bernardino - Downtown","0","13:14:00","1"
"233003863","13:21:00","13:21:00","188","4","San Bernardino - Downtown","0","13:21:00","1"
"233003863","13:28:00","13:28:00","185","5","San Bernardino - Downtown","0","13:28:00","1"
"233003864","13:36:00","13:36:00","185","1","Redlands - University","0","13:36:00","1"
"233003864","13:43:00","13:43:00","188","2","Redlands - University","0","13:43:00","1"
"233003864","13:50:00","13:50:00","189","3","Redlands - University","0","13:50:00","1"
"233003864","13:53:00","13:53:00","190","4","Redlands - University","0","13:53:00","1"
"233003864","13:58:00","13:58:00","191","5","Redlands - University","0","13:58:00","1"
"233003865","14:06:00","14:06:00","191","1","San Bernardino - Downtown","0","14:06:00","1"
"233003865","14:11:00","14:11:00","190","2","San Bernardino - Downtown","0","14:11:00","1"
"233003865","14:14:00","14:14:00","189","3","San Bernardino - Downtown","0","14:14:00","1"
"233003865","14:21:00","14:21:00","188","4","San Bernardino - Downtown","0","14:21:00","1"
"233003865","14:28:00","14:28:00","185","5","San Bernardino - Downtown","0","14:28:00","1"
"233003866","15:32:00","15:32:00","185","1","Redlands - University","0","15:32:00","1"
"233003866","15:39:00","15:39:00","188","2","Redlands - University","0","15:39:00","1"
"233003866","15:46:00","15:46:00","189","3","Redlands - University","0","15:46:00","1"
"233003866","15:49:00","15:49:00","190","4","Redlands - University","0","15:49:00","1"
"233003866","15:54:00","15:54:00","191","5","Redlands - University","0","15:54:00","1"
"233003867","16:02:00","16:02:00","191","1","San Bernardino - Downtown","0","16:02:00","1"
"233003867","16:07:00","16:07:00","190","2","San Bernardino - Downtown","0","16:07:00","1"
"233003867","16:10:00","16:10:00","189","3","San Bernardino - Downtown","0","16:10:00","1"
"233003867","16:17:00","16:17:00","188","4","San Bernardino - Downtown","0","16:17:00","1"
"233003867","16:24:00","16:24:00","185","5","San Bernardino - Downtown","0","16:24:00","1"
"233003868","16:32:00","16:32:00","185","1","Redlands - University","0","16:32:00","1"
"233003868","16:39:00","16:39:00","188","2","Redlands - University","0","16:39:00","1"
"233003868","16:46:00","16:46:00","189","3","Redlands - University","0","16:46:00","1"
"233003868","16:49:00","16:49:00","190","4","Redlands - University","0","16:49:00","1"
"233003868","16:54:00","16:54:00","191","5","Redlands - University","0","16:54:00","1"
"233003869","17:02:00","17:02:00","191","1","San Bernardino - Downtown","0","17:02:00","1"
"233003869","17:07:00","17:07:00","190","2","San Bernardino - Downtown","0","17:07:00","1"
"233003869","17:10:00","17:10:00","189","3","San Bernardino - Downtown","0","17:10:00","1"
"233003869","17:17:00","17:17:00","188","4","San Bernardino - Downtown","0","17:17:00","1"
"233003869","17:24:00","17:24:00","185","5","San Bernardino - Downtown","0","17:24:00","1"
"233003870","17:32:00","17:32:00","185","1","Redlands - University","0","17:32:00","1"
"233003870","17:39:00","17:39:00","188","2","Redlands - University","0","17:39:00","1"
"233003870","17:46:00","17:46:00","189","3","Redlands - University","0","17:46:00","1"
"233003870","17:49:00","17:49:00","190","4","Redlands - University","0","17:49:00","1"
"233003870","17:54:00","17:54:00","191","5","Redlands - University","0","17:54:00","1"
"233003871","18:02:00","18:02:00","191","1","San Bernardino - Downtown","0","18:02:00","1"
"233003871","18:07:00","18:07:00","190","2","San Bernardino - Downtown","0","18:07:00","1"
"233003871","18:10:00","18:10:00","189","3","San Bernardino - Downtown","0","18:10:00","1"
"233003871","18:17:00","18:17:00","188","4","San Bernardino - Downtown","0","18:17:00","1"
"233003871","18:24:00","18:24:00","185","5","San Bernardino - Downtown","0","18:24:00","1"
"233003872","18:37:00","18:37:00","185","1","Redlands - University","0","18:37:00","1"
"233003872","18:44:00","18:44:00","188","2","Redlands - University","0","18:44:00","1"
"233003872","18:51:00","18:51:00","189","3","Redlands - University","0","18:51:00","1"
"233003872","18:54:00","18:54:00","190","4","Redlands - University","0","18:54:00","1"
"233003872","18:59:00","18:59:00","191","5","Redlands - University","0","18:59:00","1"
"233003873","19:06:00","19:06:00","191","1","San Bernardino - Downtown","0","19:06:00","1"
"233003873","19:11:00","19:11:00","190","2","San Bernardino - Downtown","0","19:11:00","1"
"233003873","19:14:00","19:14:00","189","3","San Bernardino - Downtown","0","19:14:00","1"
"233003873","19:21:00","19:21:00","188","4","San Bernardino - Downtown","0","19:21:00","1"
"233003873","19:28:00","19:28:00","185","5","San Bernardino - Downtown","0","19:28:00","1"
"233003874","20:32:00","20:32:00","185","1","Redlands - University","0","20:32:00","1"
"233003874","20:39:00","20:39:00","188","2","Redlands - University","0","20:39:00","1"
"233003874","20:46:00","20:46:00","189","3","Redlands - University","0","20:46:00","1"
"233003874","20:49:00","20:49:00","190","4","Redlands - University","0","20:49:00","1"
"233003874","20:54:00","20:54:00","191","5","Redlands - University","0","20:54:00","1"
"233003875","21:02:00","21:02:00","191","1","San Bernardino - Downtown","0","21:02:00","1"
"233003875","21:07:00","21:07:00","190","2","San Bernardino - Downtown","0","21:07:00","1"
"233003875","21:10:00","21:10:00","189","3","San Bernardino - Downtown","0","21:10:00","1"
"233003875","21:17:00","21:17:00","188","4","San Bernardino - Downtown","0","21:17:00","1"
"233003875","21:24:00","21:24:00","185","5","San Bernardino - Downtown","0","21:24:00","1"
"233003876","21:32:00","21:32:00","185","1","Redlands - University","0","21:32:00","1"
"233003876","21:39:00","21:39:00","188","2","Redlands - University","0","21:39:00","1"
"233003876","21:46:00","21:46:00","189","3","Redlands - University","0","21:46:00","1"
"233003876","21:49:00","21:49:00","190","4","Redlands - University","0","21:49:00","1"
"233003876","21:54:00","21:54:00","191","5","Redlands - University","0","21:54:00","1"
"233003877","22:05:00","22:05:00","191","1","Redlands - Downtown","0","22:05:00","1"
"233003877","22:09:00","22:09:00","190","2","Redlands - Downtown","0","22:09:00","1"
"233003878","22:18:00","22:18:00","190","1","Redlands - University","0","22:18:00","1"
"233003878","22:23:00","22:23:00","191","2","Redlands - University","0","22:23:00","1"
"233003879","22:35:00","22:35:00","191","1","Redlands - Downtown","0","22:35:00","1"
"233003879","22:39:00","22:39:00","190","2","Redlands - Downtown","0","22:39:00","1"
"233003880","22:55:00","22:55:00","190","1","Redlands - University","0","22:55:00","1"
"233003880","23:00:00","23:00:00","191","2","Redlands - University","0","23:00:00","1"
"233003881","23:10:00","23:10:00","191","1","San Bernardino - Downtown","0","23:10:00","1"
"233003881","23:15:00","23:15:00","190","2","San Bernardino - Downtown","0","23:15:00","1"
"233003881","23:18:00","23:18:00","189","3","San Bernardino - Downtown","0","23:18:00","1"
"233003881","23:25:00","23:25:00","188","4","San Bernardino - Downtown","0","23:25:00","1"
"233003881","23:32:00","23:32:00","185","5","San Bernardino - Downtown","0","23:32:00","1"
"294100120","04:59:00","04:59:00","108","1","L.A. Union Station","0","04:59:00","1"
"294100120","05:12:00","05:12:00","112","2","L.A. Union Station","0","05:12:00","1"
"294100120","05:24:00","05:24:00","103","3","L.A. Union Station","0","05:24:00","1"
"294100120","05:30:00","05:30:00","167","4","L.A. Union Station","0","05:30:00","1"
"294100120","05:38:00","05:38:00","113","5","L.A. Union Station","0","05:38:00","1"
"294100120","05:46:00","05:46:00","170","6","L.A. Union Station","0","05:46:00","1"
"294100120","05:51:00","05:51:00","102","7","L.A. Union Station","0","05:51:00","1"
"294100120","05:58:00","05:58:00","106","8","L.A. Union Station","0","05:58:00","1"
"294100120","06:12:00","06:12:00","107","9","L.A. Union Station","0","06:12:00","1"
"294100122","05:21:00","05:21:00","169","1","L.A. Union Station","0","05:21:00","1"
"294100122","05:34:00","05:34:00","168","2","L.A. Union Station","0","05:34:00","1"
"294100122","05:44:00","05:44:00","166","3","L.A. Union Station","0","05:44:00","1"
"294100122","05:56:00","05:56:00","108","4","L.A. Union Station","0","05:56:00","1"
"294100122","06:09:00","06:09:00","112","5","L.A. Union Station","0","06:09:00","1"
"294100122","06:21:00","06:21:00","103","6","L.A. Union Station","0","06:21:00","1"
"294100122","06:26:00","06:26:00","167","7","L.A. Union Station","0","06:26:00","1"
"294100122","06:34:00","06:34:00","113","8","L.A. Union Station","0","06:34:00","1"
"294100122","06:41:00","06:41:00","170","9","L.A. Union Station","0","06:41:00","1"
"294100122","06:46:00","06:46:00","102","10","L.A. Union Station","0","06:46:00","1"
"294100122","06:53:00","06:53:00","106","11","L.A. Union Station","0","06:53:00","1"
"294100122","07:10:00","07:10:00","107","12","L.A. Union Station","0","07:10:00","1"
"294100123","05:59:00","05:59:00","169","1","L.A. Union Station","0","05:59:00","1"
"294100123","06:12:00","06:12:00","168","2","L.A. Union Station","0","06:12:00","1"
"294100123","06:22:00","06:22:00","166","3","L.A. Union Station","0","06:22:00","1"
"294100123","06:34:00","06:34:00","108","4","L.A. Union Station","0","06:34:00","1"
"294100123","06:47:00","06:47:00","112","5","L.A. Union Station","0","06:47:00","1"
"294100123","07:00:00","07:00:00","103","6","L.A. Union Station","0","07:00:00","1"
"294100123","07:06:00","07:06:00","167","7","L.A. Union Station","0","07:06:00","1"
"294100123","07:14:00","07:14:00","113","8","L.A. Union Station","0","07:14:00","1"
"294100123","07:21:00","07:21:00","170","9","L.A. Union Station","0","07:21:00","1"
"294100123","07:26:00","07:26:00","102","10","L.A. Union Station","0","07:26:00","1"
"294100123","07:33:00","07:33:00","106","11","L.A. Union Station","0","07:33:00","1"
"294100123","07:49:00","07:49:00","107","12","L.A. Union Station","0","07:49:00","1"
"294100127","07:55:00","07:55:00","108","1","L.A. Union Station","0","07:55:00","1"
"294100127","08:08:00","08:08:00","112","2","L.A. Union Station","0","08:08:00","1"
"294100127","08:22:00","08:22:00","103","3","L.A. Union Station","0","08:22:00","1"
"294100127","08:27:00","08:27:00","167","4","L.A. Union Station","0","08:27:00","1"
"294100127","08:34:00","08:34:00","113","5","L.A. Union Station","0","08:34:00","1"
"294100127","08:42:00","08:42:00","170","6","L.A. Union Station","0","08:42:00","1"
"294100127","08:46:00","08:46:00","102","7","L.A. Union Station","0","08:46:00","1"
"294100127","08:53:00","08:53:00","106","8","L.A. Union Station","0","08:53:00","1"
"294100127","09:07:00","09:07:00","107","9","L.A. Union Station","0","09:07:00","1"
"294100131","14:17:00","14:17:00","108","1","L.A. Union Station","0","14:17:00","1"
"294100131","14:31:00","14:31:00","112","2","L.A. Union Station","0","14:31:00","1"
"294100131","14:44:00","14:44:00","103","3","L.A. Union Station","0","14:44:00","1"
"294100131","14:49:00","14:49:00","167","4","L.A. Union Station","0","14:49:00","1"
"294100131","14:57:00","14:57:00","113","5","L.A. Union Station","0","14:57:00","1"
"294100131","15:05:00","15:05:00","170","6","L.A. Union Station","0","15:05:00","1"
"294100131","15:10:00","15:10:00","102","7","L.A. Union Station","0","15:10:00","1"
"294100131","15:16:00","15:16:00","106","8","L.A. Union Station","0","15:16:00","1"
"294100131","15:33:00","15:33:00","107","9","L.A. Union Station","0","15:33:00","1"
"294100132","16:46:00","16:46:00","108","1","L.A. Union Station","0","16:46:00","1"
"294100132","16:58:00","16:58:00","112","2","L.A. Union Station","0","16:58:00","1"
"294100132","17:12:00","17:12:00","103","3","L.A. Union Station","0","17:12:00","1"
"294100132","17:18:00","17:18:00","167","4","L.A. Union Station","0","17:18:00","1"
"294100132","17:26:00","17:26:00","113","5","L.A. Union Station","0","17:26:00","1"
"294100132","17:33:00","17:33:00","170","6","L.A. Union Station","0","17:33:00","1"
"294100132","17:38:00","17:38:00","102","7","L.A. Union Station","0","17:38:00","1"
"294100132","17:44:00","17:44:00","106","8","L.A. Union Station","0","17:44:00","1"
"294100132","17:59:00","17:59:00","107","9","L.A. Union Station","0","17:59:00","1"
"294100146","09:33:00","09:33:00","108","1","L.A. Union Station","0","09:33:00","1"
"294100146","09:46:00","09:46:00","112","2","L.A. Union Station","0","09:46:00","1"
"294100146","09:58:00","09:58:00","103","3","L.A. Union Station","0","09:58:00","1"
"294100146","10:04:00","10:04:00","167","4","L.A. Union Station","0","10:04:00","1"
"294100146","10:11:00","10:11:00","113","5","L.A. Union Station","0","10:11:00","1"
"294100146","10:19:00","10:19:00","170","6","L.A. Union Station","0","10:19:00","1"
"294100146","10:24:00","10:24:00","102","7","L.A. Union Station","0","10:24:00","1"
"294100146","10:30:00","10:30:00","106","8","L.A. Union Station","0","10:30:00","1"
"294100146","10:45:00","10:45:00","107","9","L.A. Union Station","0","10:45:00","1"
"294100761","07:13:00","07:13:00","107","1","Ventura - Downtown / Beach","0","07:13:00","1"
"294100761","07:26:00","07:26:00","106","2","Ventura - Downtown / Beach","0","07:26:00","1"
"294100761","07:33:00","07:33:00","102","3","Ventura - Downtown / Beach","0","07:33:00","1"
"294100761","07:39:00","07:39:00","170","4","Ventura - Downtown / Beach","0","07:39:00","1"
"294100761","07:47:00","07:47:00","113","5","Ventura - Downtown / Beach","0","07:47:00","1"
"294100761","07:55:00","07:55:00","167","6","Ventura - Downtown / Beach","0","07:55:00","1"
"294100761","08:02:00","08:02:00","103","7","Ventura - Downtown / Beach","0","08:02:00","1"
"294100761","08:14:00","08:14:00","112","8","Ventura - Downtown / Beach","0","08:14:00","1"
"294100761","08:27:00","08:27:00","108","9","Ventura - Downtown / Beach","0","08:27:00","1"
"294100761","08:41:00","08:41:00","166","10","Ventura - Downtown / Beach","0","08:41:00","1"
"294100761","08:56:00","08:56:00","168","11","Ventura - Downtown / Beach","0","08:56:00","1"
"294100761","09:10:00","09:10:00","187","12","Ventura - Downtown / Beach","0","09:10:00","1"
"294100762","07:13:00","07:13:00","107","1","Ventura - Downtown / Beach","0","07:13:00","1"
"294100762","07:26:00","07:26:00","106","2","Ventura - Downtown / Beach","0","07:26:00","1"
"294100762","07:33:00","07:33:00","102","3","Ventura - Downtown / Beach","0","07:33:00","1"
"294100762","07:39:00","07:39:00","170","4","Ventura - Downtown / Beach","0","07:39:00","1"
"294100762","07:47:00","07:47:00","113","5","Ventura - Downtown / Beach","0","07:47:00","1"
"294100762","07:55:00","07:55:00","167","6","Ventura - Downtown / Beach","0","07:55:00","1"
"294100762","08:02:00","08:02:00","103","7","Ventura - Downtown / Beach","0","08:02:00","1"
"294100762","08:14:00","08:14:00","112","8","Ventura - Downtown / Beach","0","08:14:00","1"
"294100762","08:27:00","08:27:00","108","9","Ventura - Downtown / Beach","0","08:27:00","1"
"294100762","08:41:00","08:41:00","166","10","Ventura - Downtown / Beach","0","08:41:00","1"
"294100762","08:56:00","08:56:00","168","11","Ventura - Downtown / Beach","0","08:56:00","1"
"294100762","09:10:00","09:10:00","187","12","Ventura - Downtown / Beach","0","09:10:00","1"
"294100770","07:39:00","07:39:00","187","1","L.A. Union Station","0","07:39:00","1"
"294100770","07:57:00","07:57:00","168","2","L.A. Union Station","0","07:57:00","1"
"294100770","08:10:00","08:10:00","166","3","L.A. Union Station","0","08:10:00","1"
"294100770","08:24:00","08:24:00","108","4","L.A. Union Station","0","08:24:00","1"
"294100770","08:41:00","08:41:00","112","5","L.A. Union Station","0","08:41:00","1"
"294100770","08:53:00","08:53:00","103","6","L.A. Union Station","0","08:53:00","1"
