"stop_id","stop_name","stop_lat","stop_lon","zone_id","stop_url","to_from","schedules","stop_alias"
"166","Camarillo Metrolink Station","34.216656","-119.033829","166","https://www.metrolinktrains.com/rider-info/general-info/stations/camarillo/","BOTH","1","Camarillo"
"165","Vincent Grade/Acton Metrolink Station","34.497860","-118.118301","165","https://www.metrolinktrains.com/rider-info/general-info/stations/vincent-gradeacton/","BOTH","1","Vincent Grade / Acton"
"164","Via Princessa Metrolink Station","34.408817","-118.469406","164","https://www.metrolinktrains.com/rider-info/general-info/stations/via-princessa/","BOTH","1","Via Princessa"
"163","Palmdale Metrolink Station","34.590771","-118.119293","163","https://www.metrolinktrains.com/rider-info/general-info/stations/palmdale/","BOTH","1","Palmdale"
"162","Lancaster Metrolink Station","34.696579","-118.136131","162","https://www.metrolinktrains.com/rider-info/general-info/stations/lancaster/","BOTH","1","Lancaster"
"161","Vista Canyon Metrolink Station","34.4131","-118.4339","161","https://metrolinktrains.com/rider-info/general-info/stations/vistacanyon/","BOTH","1","Vista Canyon"
"156","Tustin Metrolink Station","33.707966","-117.806015","156","https://www.metrolinktrains.com/rider-info/general-info/stations/tustin/","BOTH","1","Tustin"
"154","Santa Ana Metrolink Station","33.751522","-117.855980","154","https://www.metrolinktrains.com/rider-info/general-info/stations/santa-ana/","BOTH","1","Santa Ana"
"153","San Juan Capistrano Metrolink Station","33.501400","-117.663696","153","https://www.metrolinktrains.com/rider-info/general-info/stations/san-juan-capistrano/","BOTH","1","San Juan Capistrano"
"152","San Clemente Metrolink Station","33.432076","-117.632736","152","https://www.metrolinktrains.com/rider-info/general-info/stations/san-clemente/","BOTH","1","San Clemente"
"148","Riverside-La Sierra Metrolink Station","33.899925","-117.470200","148","https://www.metrolinktrains.com/rider-info/general-info/stations/riverside---la-sierra/","BOTH","1","Riverside - La Sierra"
"147","North Main Corona Metrolink Station","33.882195","-117.563454","147","https://www.metrolinktrains.com/rider-info/general-info/stations/corona---north-main/","BOTH","1","Corona - North Main"
"145","Orange Metrolink Station","33.788780","-117.857300","145","https://www.metrolinktrains.com/rider-info/general-info/stations/orange/","BOTH","1","Orange"
"144","Oceanside Metrolink Station","33.192554","-117.379875","144","https://www.metrolinktrains.com/rider-info/general-info/stations/oceanside/","BOTH","1","Oceanside"
"143","Norwalk/ Santa Fe Springs Metrolink Station","33.916203","-118.060165","143","https://www.metrolinktrains.com/rider-info/general-info/stations/norwalksanta-fe-springs/","BOTH","1","Norwalk / Santa Fe Springs"
"141","Laguna Niguel/ Mission Viejo Metrolink Station","33.553902","-117.675003","141","https://www.metrolinktrains.com/rider-info/general-info/stations/laguna-niguelmission-viejo/","BOTH","1","Laguna Niguel / Mission Viejo"
"140","Irvine Metrolink Station","33.657055","-117.732933","140","https://www.metrolinktrains.com/rider-info/general-info/stations/irvine/","BOTH","1","Irvine"
"135","Commerce Metrolink Station","33.990734","-118.143776","135","https://www.metrolinktrains.com/rider-info/general-info/stations/commerce/","BOTH","1","Commerce"
"133","San Clemente Pier Metrolink Station","33.419476","-117.619598","133","https://www.metrolinktrains.com/rider-info/general-info/stations/san-clemente-pier/","BOTH","1","San Clemente Pier"
"130","Buena Park Metrolink Station","33.875969","-117.986855","130","https://www.metrolinktrains.com/rider-info/general-info/stations/buena-park/","BOTH","1","Buena Park"
"129","Sun Valley Metrolink Station","34.222401","-118.373398","129","https://www.metrolinktrains.com/rider-info/general-info/stations/sun-valley/","BOTH","1","Sun Valley"
"128","Anaheim-ARTIC Metrolink Station","33.802582","-117.877998","128","https://www.metrolinktrains.com/rider-info/general-info/stations/anaheim/","BOTH","1","Anaheim"
"127","Industry Metrolink Station","34.007927","-117.845581","127","https://www.metrolinktrains.com/rider-info/general-info/stations/industry/","BOTH","1","Industry"
"126","Montebello/ Commerce Metrolink Station","34.006962","-118.125610","126","https://www.metrolinktrains.com/rider-info/general-info/stations/montebellocommerce/","BOTH","1","Montebello / Commerce"
"125","Upland Metrolink Station","34.094501","-117.647507","125","https://www.metrolinktrains.com/rider-info/general-info/stations/upland/","BOTH","1","Upland"
"124","San Bernardino Depot Metrolink Station","34.104530","-117.310089","124","https://www.metrolinktrains.com/rider-info/general-info/stations/sanbernardinodepot/","BOTH","1","San Bernardino Depot"
"123","Riverside-Downtown Metrolink Station","33.975552","-117.369888","123","https://www.metrolinktrains.com/rider-info/general-info/stations/riverside---downtown/","BOTH","1","Riverside - Downtown"
"122","Rialto Metrolink Station","34.096786","-117.371887","122","https://www.metrolinktrains.com/rider-info/general-info/stations/rialto/","BOTH","1","Rialto"
"121","Rancho Cucamonga Metrolink Station","34.091854","-117.559937","121","https://www.metrolinktrains.com/rider-info/general-info/stations/rancho-cucamonga/","BOTH","1","Rancho Cucamonga"
"120","Downtown Pomona Metrolink Station","34.058765","-117.750549","120","https://www.metrolinktrains.com/rider-info/general-info/stations/pomona---downtown/","BOTH","1","Pomona - Downtown"
"119","Jurupa Valley/Pedley Metrolink Station","33.978119","-117.476273","119","https://www.metrolinktrains.com/rider-info/general-info/stations/jurupa-valleypedley/","BOTH","1","Jurupa Valley / Pedley"
"118","Montclair Metrolink Station","34.094086","-117.695580","118","https://www.metrolinktrains.com/rider-info/general-info/stations/montclair/","BOTH","1","Montclair"
"117","East Ontario Metrolink Station","34.039909","-117.579521","117","https://www.metrolinktrains.com/rider-info/general-info/stations/ontario---east/","BOTH","1","Ontario - East"
"116","Fontana Metrolink Station","34.095165","-117.438095","116","https://www.metrolinktrains.com/rider-info/general-info/stations/fontana/","BOTH","1","Fontana"
"115","Cal State LA Metrolink Station","34.062119","-118.171646","115","https://www.metrolinktrains.com/rider-info/general-info/stations/cal-state-la/","BOTH","1","Cal State LA"
"114","Claremont Metrolink Station","34.093884","-117.716354","114","https://www.metrolinktrains.com/rider-info/general-info/stations/claremont/","BOTH","1","Claremont"
"113","Van Nuys Metrolink Station","34.211559","-118.448219","113","https://www.metrolinktrains.com/rider-info/general-info/stations/van-nuys/","BOTH","1","Van Nuys"
"112","Simi Valley Metrolink Station","34.270412","-118.695549","112","https://www.metrolinktrains.com/rider-info/general-info/stations/simi-valley/","BOTH","1","Simi Valley"
"111","Santa Clarita Metrolink Station","34.413437","-118.524818","111","https://www.metrolinktrains.com/rider-info/general-info/stations/santa-clarita/","BOTH","1","Santa Clarita"
"110","Sylmar/San Fernando Metrolink Station","34.292591","-118.450172","110","https://www.metrolinktrains.com/rider-info/general-info/stations/sylmarsan-fernando/","BOTH","1","Sylmar / San Fernando"
"109","Pomona (North) Metrolink Station","34.093639","-117.753052","109","https://www.metrolinktrains.com/rider-info/general-info/stations/pomona---north/","BOTH","1","Pomona - North"
"108","Moorpark Metrolink Station","34.285324","-118.877876","108","https://www.metrolinktrains.com/rider-info/general-info/stations/moorpark/","BOTH","1","Moorpark"
"107","L. A. Union Station Metrolink Station","34.055729","-118.233513","107","https://www.metrolinktrains.com/rider-info/general-info/stations/l.a.-union-station/","BOTH","1","L.A. Union Station"
"106","Glendale Metrolink Station","34.123341","-118.258926","106","https://www.metrolinktrains.com/rider-info/general-info/stations/glendale/","BOTH","1","Glendale"
"105","El Monte Metrolink Station","34.076805","-118.035500","105","https://www.metrolinktrains.com/rider-info/general-info/stations/el-monte/","BOTH","1","El Monte"
"104","Covina Metrolink Station","34.092140","-117.888893","104","https://www.metrolinktrains.com/rider-info/general-info/stations/covina/","BOTH","1","Covina"
"103","Chatsworth Metrolink Station","34.253197","-118.599411","103","https://www.metrolinktrains.com/rider-info/general-info/stations/chatsworth/","BOTH","1","Chatsworth"
"102","Downtown Burbank Metrolink Station","34.178944","-118.312866","102","https://www.metrolinktrains.com/rider-info/general-info/stations/burbank---downtown/","BOTH","1","Burbank - Downtown"
"101","Baldwin Park Metrolink Station","34.086426","-117.957397","101","https://www.metrolinktrains.com/rider-info/general-info/stations/baldwin-park/","BOTH","1","Baldwin Park"
